Datetime;Resolution code;Offshore/onshore;Region;Grid connection type;Measured & Upscaled;Most recent forecast;Most recent P10;Most recent P90;Day Ahead 11AM forecast;Day Ahead 11AM P10;Day Ahead 11AM P90;Day-ahead 6PM forecast;Day-ahead 6PM P10;Day-ahead 6PM P90;Week-ahead forecast;Week-ahead P10;Week-ahead P90;Monitored capacity;Load factor;Decremental bid Indicator
2025-08-17T04:30:00+02:00;PT15M;Onshore;Wallonia;Elia;18.63;16.7;8.8;34.5;19.9;9.0;43.1;19.6;9.1;41.6;9.8;2.4;69.9;216.3;0.09;''
2025-08-17T04:15:00+02:00;PT15M;Onshore;Wallonia;Elia;20.58;17.0;9.4;37.0;20.5;9.1;44.8;20.2;9.2;43.4;9.8;2.4;69.8;216.3;0.1;''
2025-08-17T04:00:00+02:00;PT15M;Onshore;Wallonia;Elia;24.31;18.8;11.2;40.8;21.1;9.2;46.5;21.0;9.0;45.1;9.8;2.3;69.8;216.3;0.11;''
2025-08-17T03:45:00+02:00;PT15M;Onshore;Wallonia;Elia;27.34;16.2;10.3;33.0;22.0;9.6;47.9;21.6;9.5;46.5;9.7;2.3;69.5;216.3;0.13;''
2025-08-17T03:30:00+02:00;PT15M;Onshore;Wallonia;Elia;30.29;16.4;10.5;32.5;22.5;9.8;48.8;22.2;9.9;47.5;9.8;2.5;69.1;216.3;0.14;''
2025-08-17T03:15:00+02:00;PT15M;Onshore;Wallonia;Elia;29.73;16.5;10.6;31.9;22.8;10.1;49.0;22.6;10.5;48.1;9.9;2.8;68.4;216.3;0.14;''
2025-08-17T03:00:00+02:00;PT15M;Onshore;Wallonia;Elia;28.42;16.3;10.3;30.7;23.2;10.5;49.5;22.9;11.2;48.6;10.0;3.2;67.6;216.3;0.13;''
2025-08-17T02:45:00+02:00;PT15M;Onshore;Wallonia;Elia;25.31;16.2;10.1;29.6;23.6;10.9;49.7;23.5;11.7;49.4;10.2;3.6;67.7;216.3;0.12;''
2025-08-17T02:30:00+02:00;PT15M;Onshore;Wallonia;Elia;19.34;16.1;9.9;28.5;23.8;11.1;50.1;23.9;12.1;49.7;10.1;4.0;68.7;216.3;0.09;''
2025-08-17T02:15:00+02:00;PT15M;Onshore;Wallonia;Elia;15.79;15.9;9.7;27.5;24.2;11.4;50.3;24.1;12.5;50.1;10.1;4.6;70.2;216.3;0.07;''
2025-08-17T02:00:00+02:00;PT15M;Onshore;Wallonia;Elia;16.02;15.1;8.9;26.0;24.6;11.9;50.8;24.5;13.0;50.5;10.1;5.2;71.8;216.3;0.07;''
2025-08-17T01:45:00+02:00;PT15M;Onshore;Wallonia;Elia;17.32;17.2;9.0;33.0;25.1;12.4;51.1;24.8;13.2;50.9;9.9;5.6;72.8;216.3;0.08;''
2025-08-17T01:30:00+02:00;PT15M;Onshore;Wallonia;Elia;19.64;17.0;8.7;31.9;25.6;13.6;51.9;25.3;13.6;51.2;9.8;5.7;73.3;216.3;0.09;''
2025-08-17T01:15:00+02:00;PT15M;Onshore;Wallonia;Elia;12.36;16.7;8.6;30.9;26.2;14.8;52.5;25.7;13.9;51.6;9.6;5.6;73.2;216.3;0.06;''
2025-08-17T01:00:00+02:00;PT15M;Onshore;Wallonia;Elia;12.19;16.0;8.0;29.4;26.9;15.4;53.2;26.2;14.1;51.8;9.3;5.6;73.0;216.3;0.06;''
2025-08-17T00:45:00+02:00;PT15M;Onshore;Wallonia;Elia;13.15;20.0;11.8;35.9;28.1;16.7;54.6;27.4;15.3;53.2;8.7;5.1;72.5;216.3;0.06;''
2025-08-17T00:30:00+02:00;PT15M;Onshore;Wallonia;Elia;11.57;19.9;11.5;35.5;28.9;17.4;55.4;28.0;15.7;53.7;8.3;4.7;72.3;216.3;0.05;''
2025-08-17T00:15:00+02:00;PT15M;Onshore;Wallonia;Elia;8.3;19.9;11.5;35.6;29.4;17.9;56.2;28.4;16.2;54.3;7.9;4.3;71.9;216.3;0.04;''
2025-08-17T00:00:00+02:00;PT15M;Onshore;Wallonia;Elia;6.82;20.0;11.7;35.7;30.1;18.6;56.8;28.7;16.6;54.8;7.6;3.9;71.6;216.3;0.03;''
2025-08-16T23:45:00+02:00;PT15M;Onshore;Wallonia;Elia;8.25;21.4;13.3;37.2;33.0;14.1;56.6;30.8;11.9;54.4;1.6;0.8;68.9;216.3;0.04;''
2025-08-16T23:30:00+02:00;PT15M;Onshore;Wallonia;Elia;9.89;21.0;13.0;36.0;33.6;14.3;57.7;30.7;12.0;54.4;1.5;0.7;68.9;216.3;0.05;''
2025-08-16T23:15:00+02:00;PT15M;Onshore;Wallonia;Elia;9.28;20.8;12.8;34.9;34.0;14.1;59.3;30.6;11.8;54.4;1.6;0.7;69.0;216.3;0.04;''
2025-08-16T23:00:00+02:00;PT15M;Onshore;Wallonia;Elia;10.88;20.7;12.5;34.0;34.7;13.6;60.9;30.5;11.9;54.2;1.7;0.7;69.0;216.3;0.05;''
2025-08-16T22:45:00+02:00;PT15M;Onshore;Wallonia;Elia;13.75;24.7;11.8;44.1;35.7;14.4;62.8;30.8;13.1;54.6;1.8;0.7;69.2;216.3;0.06;''
2025-08-16T22:30:00+02:00;PT15M;Onshore;Wallonia;Elia;14.3;24.7;12.0;43.2;36.1;15.2;63.8;30.9;15.3;55.3;2.1;0.8;69.3;216.3;0.07;''
2025-08-16T22:15:00+02:00;PT15M;Onshore;Wallonia;Elia;15.83;24.9;12.1;42.8;36.3;16.2;64.3;31.1;17.1;56.2;2.1;0.8;69.5;216.3;0.07;''
2025-08-16T22:00:00+02:00;PT15M;Onshore;Wallonia;Elia;18.82;24.8;11.9;41.9;36.6;17.2;64.7;31.3;17.2;57.2;2.2;0.7;69.5;216.3;0.09;''
2025-08-16T21:45:00+02:00;PT15M;Onshore;Wallonia;Elia;19.7;26.5;14.2;46.7;36.5;18.6;64.4;32.5;18.4;59.7;3.1;1.4;70.6;216.3;0.09;''
2025-08-16T21:30:00+02:00;PT15M;Onshore;Wallonia;Elia;18.12;26.7;15.0;47.4;36.4;20.7;63.6;32.4;18.4;61.5;3.4;1.6;71.7;216.3;0.08;''
2025-08-16T21:15:00+02:00;PT15M;Onshore;Wallonia;Elia;17.35;26.5;16.0;48.9;36.2;22.0;62.4;32.2;18.2;63.8;3.9;2.0;73.0;216.3;0.08;''
2025-08-16T21:00:00+02:00;PT15M;Onshore;Wallonia;Elia;18.67;26.9;17.5;50.6;35.9;21.6;60.9;32.1;18.0;66.0;4.2;2.4;74.3;216.3;0.09;''
2025-08-16T20:45:00+02:00;PT15M;Onshore;Wallonia;Elia;19.0;29.1;16.9;60.6;33.8;19.7;58.2;31.9;18.0;67.6;4.8;2.9;75.0;216.3;0.09;''
2025-08-16T20:30:00+02:00;PT15M;Onshore;Wallonia;Elia;20.18;29.0;17.4;60.0;33.4;19.2;57.3;31.6;17.8;68.2;5.0;2.9;73.9;216.3;0.09;''
2025-08-16T20:15:00+02:00;PT15M;Onshore;Wallonia;Elia;22.75;28.8;18.1;58.5;32.7;18.6;56.9;31.0;17.3;67.8;5.2;2.7;71.7;216.3;0.11;''
2025-08-16T20:00:00+02:00;PT15M;Onshore;Wallonia;Elia;24.15;28.4;18.7;56.8;32.1;17.9;56.2;30.3;16.6;67.1;5.3;2.6;69.5;216.3;0.11;''
2025-08-16T19:45:00+02:00;PT15M;Onshore;Wallonia;Elia;23.18;27.3;16.3;57.6;30.1;15.9;54.2;28.2;14.4;64.1;5.4;2.3;67.6;216.3;0.11;''
2025-08-16T19:30:00+02:00;PT15M;Onshore;Wallonia;Elia;21.47;26.7;16.2;56.5;29.1;15.1;53.3;27.1;13.3;61.6;5.4;2.3;66.3;216.3;0.1;''
2025-08-16T19:15:00+02:00;PT15M;Onshore;Wallonia;Elia;24.78;26.3;16.4;55.2;28.2;14.0;52.4;26.1;12.3;58.3;5.4;2.2;65.3;216.3;0.11;''
2025-08-16T19:00:00+02:00;PT15M;Onshore;Wallonia;Elia;24.74;25.9;16.6;53.9;27.2;13.3;51.4;25.2;11.6;54.8;5.4;1.9;64.2;216.3;0.11;''
2025-08-16T18:45:00+02:00;PT15M;Onshore;Wallonia;Elia;19.61;27.5;16.4;57.6;25.6;11.0;49.3;24.3;10.3;52.0;5.1;1.6;62.9;216.3;0.09;''
2025-08-16T18:30:00+02:00;PT15M;Onshore;Wallonia;Elia;22.22;26.9;16.5;56.2;24.9;10.4;48.1;23.6;9.5;49.6;5.0;1.1;61.6;216.3;0.1;''
2025-08-16T18:15:00+02:00;PT15M;Onshore;Wallonia;Elia;24.86;26.4;16.9;54.5;24.3;10.9;46.6;23.4;10.1;47.9;4.7;0.7;60.3;216.3;0.11;''
2025-08-16T18:00:00+02:00;PT15M;Onshore;Wallonia;Elia;25.07;26.6;17.9;53.2;23.8;11.5;45.1;23.5;11.2;46.2;4.6;0.5;59.1;216.3;0.12;''
2025-08-16T17:45:00+02:00;PT15M;Onshore;Wallonia;Elia;20.17;24.6;14.8;41.6;23.2;11.6;43.8;23.4;11.9;45.4;4.5;0.3;58.1;216.3;0.09;''
2025-08-16T17:30:00+02:00;PT15M;Onshore;Wallonia;Elia;18.3;23.9;14.6;40.0;22.8;11.6;43.3;23.2;12.1;44.5;4.3;0.2;57.7;216.3;0.08;''
2025-08-16T17:15:00+02:00;PT15M;Onshore;Wallonia;Elia;22.74;23.5;14.2;38.7;22.5;11.3;43.2;22.9;11.8;44.3;4.1;0.2;57.7;216.3;0.11;''
2025-08-16T17:00:00+02:00;PT15M;Onshore;Wallonia;Elia;23.08;23.0;13.9;37.5;22.2;11.0;43.0;22.4;11.4;43.9;4.0;0.1;57.8;216.3;0.11;''
2025-08-16T16:45:00+02:00;PT15M;Onshore;Wallonia;Elia;24.55;23.1;12.7;41.6;21.2;10.1;42.2;22.1;11.1;43.6;3.7;0.0;56.6;216.3;0.11;''
2025-08-16T16:30:00+02:00;PT15M;Onshore;Wallonia;Elia;24.01;22.6;12.2;39.9;20.8;9.5;41.8;21.6;10.6;43.3;3.5;0.0;54.6;216.3;0.11;''
2025-08-16T16:15:00+02:00;PT15M;Onshore;Wallonia;Elia;22.27;22.2;12.1;38.2;20.3;9.2;41.2;21.2;10.3;42.9;3.2;0.0;51.4;216.3;0.1;''
2025-08-16T16:00:00+02:00;PT15M;Onshore;Wallonia;Elia;19.2;22.0;12.3;36.8;19.8;8.7;40.8;20.7;9.9;42.5;3.1;0.0;48.4;216.3;0.09;''
2025-08-16T15:45:00+02:00;PT15M;Onshore;Wallonia;Elia;14.88;21.6;12.3;38.5;19.2;8.2;40.2;19.2;8.3;40.9;3.0;0.0;46.3;216.3;0.07;''
2025-08-16T15:30:00+02:00;PT15M;Onshore;Wallonia;Elia;15.59;21.4;12.1;37.5;18.9;7.9;39.9;19.0;8.1;40.7;2.7;0.0;45.0;216.3;0.07;''
2025-08-16T15:15:00+02:00;PT15M;Onshore;Wallonia;Elia;19.62;21.0;11.8;36.4;18.5;7.7;39.7;18.7;8.0;40.4;2.6;0.0;44.8;216.3;0.09;''
2025-08-16T15:00:00+02:00;PT15M;Onshore;Wallonia;Elia;16.64;20.2;11.0;34.8;18.4;7.5;39.5;18.5;7.9;40.1;2.5;0.0;44.5;216.3;0.08;''
2025-08-16T14:45:00+02:00;PT15M;Onshore;Wallonia;Elia;18.4;20.9;11.6;37.8;18.3;7.7;38.9;18.2;7.8;39.5;2.3;0.0;43.8;216.3;0.09;''
2025-08-16T14:30:00+02:00;PT15M;Onshore;Wallonia;Elia;19.47;20.6;11.3;36.7;18.2;8.0;38.4;18.0;8.2;39.0;2.1;0.0;42.1;216.3;0.09;''
2025-08-16T14:15:00+02:00;PT15M;Onshore;Wallonia;Elia;15.82;20.1;10.8;35.5;18.0;8.6;37.6;17.9;8.7;38.1;1.9;0.0;39.9;216.3;0.07;''
2025-08-16T14:00:00+02:00;PT15M;Onshore;Wallonia;Elia;12.51;19.8;10.4;34.3;17.7;9.1;36.6;17.7;9.3;37.1;1.7;0.0;37.8;216.3;0.06;''
2025-08-16T13:45:00+02:00;PT15M;Onshore;Wallonia;Elia;14.66;16.1;9.1;30.7;17.5;9.4;36.0;17.3;9.6;36.5;1.4;0.0;35.8;216.3;0.07;''
2025-08-16T13:30:00+02:00;PT15M;Onshore;Wallonia;Elia;15.3;15.5;8.6;28.9;17.2;9.5;35.6;17.2;9.7;36.1;1.2;0.0;34.1;216.3;0.07;''
2025-08-16T13:15:00+02:00;PT15M;Onshore;Wallonia;Elia;14.34;14.9;8.1;27.2;17.1;9.3;35.5;17.0;9.5;36.1;1.1;0.0;32.8;216.3;0.07;''
2025-08-16T13:00:00+02:00;PT15M;Onshore;Wallonia;Elia;14.68;14.4;8.1;25.4;17.0;9.2;35.5;16.8;9.4;35.9;0.9;0.0;31.3;216.3;0.07;''
2025-08-16T12:45:00+02:00;PT15M;Onshore;Wallonia;Elia;15.73;12.7;6.5;26.2;16.4;8.7;35.1;16.5;9.1;35.5;0.4;0.0;29.8;216.3;0.07;''
2025-08-16T12:30:00+02:00;PT15M;Onshore;Wallonia;Elia;13.73;12.1;6.0;24.6;16.0;8.4;35.0;16.4;9.0;35.5;0.4;0.0;28.8;216.3;0.06;''
2025-08-16T12:15:00+02:00;PT15M;Onshore;Wallonia;Elia;13.61;11.6;5.6;23.3;15.8;8.1;34.6;16.3;8.9;35.2;0.3;0.0;27.8;216.3;0.06;''
2025-08-16T12:00:00+02:00;PT15M;Onshore;Wallonia;Elia;11.84;11.5;5.3;22.3;15.6;7.8;34.5;16.1;8.9;35.0;0.3;0.0;27.0;216.3;0.05;''
2025-08-16T11:45:00+02:00;PT15M;Onshore;Wallonia;Elia;10.49;10.4;4.7;23.8;15.4;7.6;34.2;16.3;8.8;35.0;0.3;0.0;26.7;216.3;0.05;''
2025-08-16T11:30:00+02:00;PT15M;Onshore;Wallonia;Elia;9.66;9.7;4.1;22.2;15.2;7.3;33.9;16.3;8.8;35.1;0.3;0.0;27.1;216.3;0.04;''
2025-08-16T11:15:00+02:00;PT15M;Onshore;Wallonia;Elia;10.34;9.3;3.7;20.7;14.8;7.2;33.7;16.1;8.7;35.1;0.3;0.0;28.1;216.3;0.05;''
2025-08-16T11:00:00+02:00;PT15M;Onshore;Wallonia;Elia;9.21;8.9;3.4;19.7;14.6;6.9;33.3;16.0;8.6;35.1;0.3;0.0;29.1;216.3;0.04;''
2025-08-16T10:45:00+02:00;PT15M;Onshore;Wallonia;Elia;8.49;8.9;3.7;22.4;14.3;6.7;32.8;15.6;8.0;34.3;0.3;0.0;29.9;216.3;0.04;''
2025-08-16T10:30:00+02:00;PT15M;Onshore;Wallonia;Elia;5.9;8.5;3.3;21.0;14.0;6.7;32.2;15.0;7.9;33.8;0.3;0.0;30.3;216.3;0.03;''
2025-08-16T10:15:00+02:00;PT15M;Onshore;Wallonia;Elia;5.72;8.1;3.1;19.7;13.8;6.8;31.6;14.7;7.9;33.2;0.3;0.0;30.4;216.3;0.03;''
2025-08-16T10:00:00+02:00;PT15M;Onshore;Wallonia;Elia;7.52;7.5;2.5;18.3;13.5;6.6;31.0;14.4;7.8;32.5;0.3;0.0;30.5;216.3;0.03;''
2025-08-16T09:45:00+02:00;PT15M;Onshore;Wallonia;Elia;5.41;9.4;3.8;22.7;13.1;6.6;30.4;13.7;7.2;31.5;0.4;0.0;31.9;216.3;0.03;''
2025-08-16T09:30:00+02:00;PT15M;Onshore;Wallonia;Elia;3.89;9.0;3.6;21.5;12.8;6.4;30.1;13.5;6.9;31.0;0.4;0.0;34.7;216.3;0.02;''
2025-08-16T09:15:00+02:00;PT15M;Onshore;Wallonia;Elia;3.48;8.7;3.6;20.4;12.8;6.3;30.0;13.3;6.8;30.9;0.4;0.0;39.2;216.3;0.02;''
2025-08-16T09:00:00+02:00;PT15M;Onshore;Wallonia;Elia;4.08;9.1;4.0;19.9;12.7;6.2;30.1;13.0;6.7;30.6;0.3;0.0;43.3;216.3;0.02;''
2025-08-16T08:45:00+02:00;PT15M;Onshore;Wallonia;Elia;4.32;10.1;4.4;23.5;12.6;5.9;30.1;12.8;6.5;30.6;0.4;0.0;45.7;216.3;0.02;''
2025-08-16T08:30:00+02:00;PT15M;Onshore;Wallonia;Elia;5.91;10.1;4.6;22.7;12.6;5.9;30.1;12.6;6.3;30.1;0.4;0.0;46.5;216.3;0.03;''
2025-08-16T08:15:00+02:00;PT15M;Onshore;Wallonia;Elia;6.39;10.3;4.7;21.9;12.6;6.0;30.0;12.6;6.2;30.1;0.5;0.1;45.4;216.3;0.03;''
2025-08-16T08:00:00+02:00;PT15M;Onshore;Wallonia;Elia;6.8;10.2;4.8;21.0;12.7;6.2;30.2;12.7;6.3;30.3;0.5;0.1;44.5;216.3;0.03;''
2025-08-16T07:45:00+02:00;PT15M;Onshore;Wallonia;Elia;8.73;12.1;6.3;25.9;13.3;6.8;31.0;13.2;7.0;30.8;0.5;0.1;44.7;216.3;0.04;''
2025-08-16T07:30:00+02:00;PT15M;Onshore;Wallonia;Elia;10.26;12.5;6.1;25.9;13.4;6.7;31.4;13.4;7.0;31.0;0.6;0.1;46.3;216.3;0.05;''
2025-08-16T07:15:00+02:00;PT15M;Onshore;Wallonia;Elia;10.98;12.9;5.8;26.3;13.7;6.8;32.0;13.6;7.4;31.3;0.6;0.1;49.3;216.3;0.05;''
2025-08-16T07:00:00+02:00;PT15M;Onshore;Wallonia;Elia;9.27;12.6;4.9;26.3;13.9;6.7;32.6;13.7;7.6;31.5;0.6;0.1;52.3;216.3;0.04;''
2025-08-16T06:45:00+02:00;PT15M;Onshore;Wallonia;Elia;8.84;13.8;6.2;29.3;13.8;6.5;32.8;13.6;7.4;31.2;0.6;0.1;54.8;216.3;0.04;''
2025-08-16T06:30:00+02:00;PT15M;Onshore;Wallonia;Elia;10.01;13.9;6.3;28.8;14.2;6.7;33.1;13.7;7.5;31.2;0.6;0.2;56.8;216.3;0.05;''
2025-08-16T06:15:00+02:00;PT15M;Onshore;Wallonia;Elia;9.08;14.3;6.6;28.3;14.3;6.9;33.5;13.8;7.7;31.4;0.6;0.2;58.3;216.3;0.04;''
2025-08-16T06:00:00+02:00;PT15M;Onshore;Wallonia;Elia;9.93;14.1;6.7;27.4;14.7;7.3;33.7;13.9;7.8;31.4;0.6;0.2;59.7;216.3;0.05;''
2025-08-16T05:45:00+02:00;PT15M;Onshore;Wallonia;Elia;11.15;15.6;6.4;32.3;15.6;8.1;34.7;14.4;8.4;31.9;0.6;0.1;60.7;216.3;0.05;''
2025-08-16T05:30:00+02:00;PT15M;Onshore;Wallonia;Elia;13.19;15.7;6.3;31.7;16.0;8.6;34.9;14.7;8.7;32.2;0.7;0.1;61.2;216.3;0.06;''
2025-08-16T05:15:00+02:00;PT15M;Onshore;Wallonia;Elia;13.44;15.8;6.4;31.0;16.4;9.0;35.4;15.0;8.9;32.4;0.8;0.2;61.2;216.3;0.06;''
2025-08-16T05:00:00+02:00;PT15M;Onshore;Wallonia;Elia;12.81;15.7;6.4;30.1;16.8;9.5;35.6;15.3;9.3;32.8;0.9;0.2;61.1;216.3;0.06;''
2025-08-16T04:45:00+02:00;PT15M;Onshore;Wallonia;Elia;14.63;13.8;7.6;27.2;17.4;9.7;36.4;15.7;9.8;33.2;1.0;0.2;61.1;216.3;0.07;''
2025-08-16T04:30:00+02:00;PT15M;Onshore;Wallonia;Elia;14.14;13.7;7.5;26.2;17.7;9.6;37.2;16.0;9.9;33.3;1.0;0.2;61.1;216.3;0.07;''
2025-08-16T04:15:00+02:00;PT15M;Onshore;Wallonia;Elia;11.89;13.6;7.4;25.2;17.8;9.1;38.3;16.2;10.1;33.7;1.1;0.2;61.2;216.3;0.05;''
2025-08-16T04:00:00+02:00;PT15M;Onshore;Wallonia;Elia;13.57;12.9;6.9;23.8;18.0;8.4;39.3;16.5;10.4;33.9;1.2;0.2;61.2;216.3;0.06;''
2025-08-16T03:45:00+02:00;PT15M;Onshore;Wallonia;Elia;13.96;15.0;7.4;33.8;18.2;8.1;39.9;16.4;10.4;33.9;1.4;0.2;61.0;216.3;0.06;''
2025-08-16T03:30:00+02:00;PT15M;Onshore;Wallonia;Elia;14.32;15.0;6.9;33.3;18.3;7.9;40.3;16.6;10.5;34.1;1.5;0.2;60.6;216.3;0.07;''
2025-08-16T03:15:00+02:00;PT15M;Onshore;Wallonia;Elia;13.56;14.8;6.7;32.4;18.4;8.1;40.2;16.6;10.7;34.2;1.6;0.2;59.9;216.3;0.06;''
2025-08-16T03:00:00+02:00;PT15M;Onshore;Wallonia;Elia;12.2;14.7;6.5;31.3;18.3;8.1;40.2;16.7;10.8;34.3;1.6;0.2;59.3;216.3;0.06;''
2025-08-16T02:45:00+02:00;PT15M;Onshore;Wallonia;Elia;8.58;14.3;6.1;30.1;18.5;8.2;40.1;16.6;10.8;34.0;2.0;0.2;59.7;216.3;0.04;''
2025-08-16T02:30:00+02:00;PT15M;Onshore;Wallonia;Elia;8.89;14.2;5.9;29.1;18.5;8.3;40.2;16.7;10.9;34.1;2.3;0.3;60.8;216.3;0.04;''
2025-08-16T02:15:00+02:00;PT15M;Onshore;Wallonia;Elia;8.45;13.9;5.9;28.1;18.5;8.3;40.2;16.7;10.8;34.2;2.5;0.3;62.6;216.3;0.04;''
2025-08-16T02:00:00+02:00;PT15M;Onshore;Wallonia;Elia;8.55;13.5;5.7;26.8;18.3;8.1;40.0;16.6;10.7;34.1;2.6;0.3;64.4;216.3;0.04;''
2025-08-16T01:45:00+02:00;PT15M;Onshore;Wallonia;Elia;6.52;16.3;7.2;33.1;17.6;7.5;39.4;16.1;10.0;33.9;2.9;0.6;65.7;216.3;0.03;''
2025-08-16T01:30:00+02:00;PT15M;Onshore;Wallonia;Elia;5.64;16.3;7.0;32.4;17.6;7.5;39.3;16.2;9.5;34.9;3.0;0.8;66.5;216.3;0.03;''
2025-08-16T01:15:00+02:00;PT15M;Onshore;Wallonia;Elia;6.4;16.5;7.2;31.8;17.7;7.6;39.4;16.5;8.9;36.2;3.1;1.0;66.7;216.3;0.03;''
2025-08-16T01:00:00+02:00;PT15M;Onshore;Wallonia;Elia;8.63;16.9;7.6;31.3;17.8;8.0;39.7;16.9;8.5;37.9;3.2;1.2;67.0;216.3;0.04;''
2025-08-16T00:45:00+02:00;PT15M;Onshore;Wallonia;Elia;9.76;17.6;8.2;34.8;18.3;8.1;40.5;17.6;8.3;39.6;3.2;1.2;67.1;216.3;0.05;''
2025-08-16T00:30:00+02:00;PT15M;Onshore;Wallonia;Elia;10.67;17.9;8.6;34.8;18.9;8.1;41.7;18.5;8.4;41.6;3.2;1.1;67.1;216.3;0.05;''
2025-08-16T00:15:00+02:00;PT15M;Onshore;Wallonia;Elia;12.97;18.2;8.9;35.1;19.4;8.0;43.2;19.4;8.6;43.5;3.2;0.9;67.1;216.3;0.06;''
2025-08-16T00:00:00+02:00;PT15M;Onshore;Wallonia;Elia;15.49;18.6;9.4;35.6;20.1;7.9;44.8;20.3;8.9;45.6;3.1;0.7;67.2;216.3;0.07;''
2025-08-15T23:45:00+02:00;PT15M;Onshore;Wallonia;Elia;17.53;26.6;12.9;48.3;22.3;7.0;48.7;22.1;6.5;45.2;0.7;0.2;68.1;216.3;0.08;''
2025-08-15T23:30:00+02:00;PT15M;Onshore;Wallonia;Elia;20.32;28.3;13.9;51.9;22.9;7.4;49.2;22.6;7.1;45.7;0.9;0.2;68.2;216.3;0.09;''
2025-08-15T23:15:00+02:00;PT15M;Onshore;Wallonia;Elia;23.29;29.9;15.3;56.2;23.2;7.6;49.4;23.2;7.7;46.4;0.9;0.2;68.2;216.3;0.11;''
2025-08-15T23:00:00+02:00;PT15M;Onshore;Wallonia;Elia;25.62;31.9;16.9;60.9;23.7;7.8;49.7;23.8;8.1;47.0;1.0;0.2;68.3;216.3;0.12;''
2025-08-15T22:45:00+02:00;PT15M;Onshore;Wallonia;Elia;26.12;35.5;21.2;69.7;24.9;9.1;50.6;24.9;9.5;48.3;1.1;0.2;68.3;216.3;0.12;''
2025-08-15T22:30:00+02:00;PT15M;Onshore;Wallonia;Elia;26.8;36.9;22.6;72.1;25.6;9.7;51.0;25.6;10.0;49.0;1.1;0.2;68.5;216.3;0.12;''
2025-08-15T22:15:00+02:00;PT15M;Onshore;Wallonia;Elia;25.69;37.5;23.5;73.2;26.1;10.3;51.3;26.3;10.7;49.7;1.2;0.2;68.5;216.3;0.12;''
2025-08-15T22:00:00+02:00;PT15M;Onshore;Wallonia;Elia;27.51;40.0;26.3;76.2;26.6;10.8;51.4;26.9;11.4;50.3;1.4;0.2;68.7;216.3;0.13;''
2025-08-15T21:45:00+02:00;PT15M;Onshore;Wallonia;Elia;31.32;32.6;21.4;62.5;26.6;10.9;50.8;26.8;11.5;50.2;1.5;0.2;69.0;216.3;0.14;''
2025-08-15T21:30:00+02:00;PT15M;Onshore;Wallonia;Elia;40.32;32.8;21.6;62.9;27.1;11.7;51.2;27.3;12.1;50.5;1.7;0.3;70.0;216.3;0.19;''
2025-08-15T21:15:00+02:00;PT15M;Onshore;Wallonia;Elia;43.57;32.7;21.4;62.2;27.0;12.0;50.6;27.3;12.4;50.3;1.7;0.4;71.1;216.3;0.2;''
2025-08-15T21:00:00+02:00;PT15M;Onshore;Wallonia;Elia;46.78;33.1;21.7;61.8;26.3;11.7;49.7;26.5;11.8;49.4;1.8;0.5;72.1;216.3;0.22;''
2025-08-15T20:45:00+02:00;PT15M;Onshore;Wallonia;Elia;44.1;27.9;17.1;57.0;25.4;11.4;48.3;25.4;11.0;48.1;2.0;0.6;72.1;216.3;0.2;''
2025-08-15T20:30:00+02:00;PT15M;Onshore;Wallonia;Elia;37.98;27.2;17.1;53.3;24.6;11.4;46.8;24.3;10.2;47.3;2.5;0.7;71.2;216.3;0.18;''
2025-08-15T20:15:00+02:00;PT15M;Onshore;Wallonia;Elia;34.19;26.0;17.0;47.5;23.8;11.7;45.0;23.6;9.3;46.5;2.6;0.7;69.1;216.3;0.16;''
2025-08-15T20:00:00+02:00;PT15M;Onshore;Wallonia;Elia;30.16;24.5;16.8;41.6;22.9;11.9;43.4;22.7;8.8;45.8;3.0;0.8;67.1;216.3;0.14;''
2025-08-15T19:45:00+02:00;PT15M;Onshore;Wallonia;Elia;27.74;22.0;10.7;39.7;21.4;11.4;41.1;21.5;8.6;44.2;3.7;1.2;66.0;216.3;0.13;''
2025-08-15T19:30:00+02:00;PT15M;Onshore;Wallonia;Elia;19.13;20.1;9.8;36.2;20.5;11.2;39.4;20.6;8.9;42.2;3.8;1.2;64.7;216.3;0.09;''
2025-08-15T19:15:00+02:00;PT15M;Onshore;Wallonia;Elia;15.65;18.2;9.4;32.2;19.3;10.8;37.7;19.5;9.2;39.5;4.1;1.2;63.8;216.3;0.07;''
2025-08-15T19:00:00+02:00;PT15M;Onshore;Wallonia;Elia;13.01;17.1;9.6;29.0;18.3;10.5;36.0;18.2;10.0;36.7;4.2;1.4;63.1;216.3;0.06;''
2025-08-15T18:45:00+02:00;PT15M;Onshore;Wallonia;Elia;11.16;14.7;8.2;28.8;14.8;7.3;32.0;14.9;7.6;32.2;4.5;1.3;62.3;216.3;0.05;''
2025-08-15T18:30:00+02:00;PT15M;Onshore;Wallonia;Elia;12.64;13.6;7.6;26.2;13.6;6.4;30.6;13.7;7.1;30.6;4.6;1.4;61.3;216.3;0.06;''
2025-08-15T18:15:00+02:00;PT15M;Onshore;Wallonia;Elia;12.82;12.6;6.5;24.3;12.5;5.3;29.3;12.5;5.9;29.3;4.6;1.4;60.2;216.3;0.06;''
2025-08-15T18:00:00+02:00;PT15M;Onshore;Wallonia;Elia;12.94;11.8;5.7;22.7;11.1;4.1;27.9;11.2;4.5;28.1;4.8;1.3;59.3;216.3;0.06;''
